병원코드(쇼핑몰),병원명,주소,병원코드(SAP)
5793,라미에르의원,서울 종로구 종로 19 (종로1가. 르메이에르종로타운1),sap767
5797,노블클래식의원 당산점,서울 영등포구 양평로 53 (당산동5가),sap768
5798,더샤인클리닉피부과,경기 남양주시 화도읍 비룡로 58 (마석우리. 정길프라자),sap769
5799,기분좋은피부과,서울 강남구 도산대로 211 (신사동. 동현빌딩),sap770
5800,허스킨의원,서울 서초구 방배로 177 (방배동. 레마빌딩),sap771
5801,PHD 피부과 의원,서울 강남구 논현로 842 (신사동. 압구정빌딩),sap772
5803,리앤영의원,서울 서초구 강남대로 415 (서초동. 대동빌딩),sap773
5806,송파미소피부과,서울 송파구 가락로 211 (송파동. 충북빌딩),sap774
5808,엔비유의원,서울 강남구 압구정로46길 5-2 (신사동. 원일),sap775
5809,오네스타의원,인천 연수구 송도국제대로 157 (송도동. 오네스타),sap776
5811,샤인유의원 분당점,경기 성남시 분당구 황새울로312번길 5 (서현동. 세광빌딩),sap777
5812,자이안피부과의원,서울 중랑구 동일로 932 (묵동. 묵동자이아파트),sap778
5814,스킨영의원,경기도 성남시 분당구 백현로101번길 17,sap779
5817,예정홀릭성형외과,서울 강남구 역삼동 820-11,sap780
5818,더힐즈의원,서울 은평구 진관2로 19 (진관동. 휴먼프라자 I) 5층,sap781
5820,더맑은의원,서울특별시 구로구 경인로63길 11 (신도림동) 신도림 크라운빌2 오피스텔,sap782
5821,연세마이미의원,인천 연수구 송도동 20-14,sap783
5822,본태의원,서울 광진구 능동로 18 (자양동. 이튼타워리버3차),sap784
5824,위드윈피부과의원,서울 강남구 압구정로30길 51 (신사동. I.S.A 빌딩),sap785
5825,연세우리피부과의원,서울 은평구 통일로 626 (녹번동. 유림빌딩),sap786
5829,예스가정의학과,인천 부평구 부흥로 247 (부평동),sap787
5830,닥터홈즈의원,서울특별시 강남구 강남대로152길 45 (신사동) 우림빌딩,sap788
5831,오라클피부과,인천 남동구 예술로 126 (구월동),sap789
5832,베스트ck의원,서울 노원구 동일로 1401 (상계동. 상아빌딩),sap790
5833,서울림피부과,경기 남양주시 와부읍 덕소로97번길 9 (덕소리. 일신프라자),sap791
5834,드림피부과,서울 강남구 압구정로 152 (신사동),sap792
5835,유앤아이 서초점,서울 서초구 방배천로2길 10 (방배동),TEST123
5836,아름다운피부과의원,제주특별자치도 제주시 도령로 5 (노형동. 명은빌딩),sap794
5839,옐로우의원,경기 고양시 일산동구 정발산로 43-20 (장항동. 센트럴프라자),sap795
5841,양재차앤박피부과의원,서울 강남구 강남대로 240 (도곡동. 양재SK허브프리모),sap796
5842,제오피부과의원,서울 관악구 남부순환로 1832 (봉천동. 오선빌딩),sap797
5845,수유우태하피부과,서울 강북구 도봉로 329 (수유동),sap798
5846,미클리닉,서울 강남구 강남대로 376 (역삼동),sap799
5847,포에버의원(일산점),경기 고양시 일산동구 정발산로 38 (장항동. 장항동이스턴시티),sap800
5848,서아송피부과,서울 송파구 올림픽로 106 (잠실동. 상록빌딩),sap801
5849,예지원피부과,서울 서초구 반포대로 287 (반포동. 래미안퍼스티지 중심상가),sap802
5850,세가지소원 홍대점,서울 마포구 양화로 165 (동교동. 상진빌딩),sap803
5854,아비쥬의원(일산),경기 고양시 일산동구 중앙로1275번길 64 (장항동. 홈플러스 일산점),sap804
5855,아비쥬의원(명동),서울 중구 남대문로 78 (명동1가. 타임워크명동빌딩),sap805
5856,아비쥬의원(강남),서울특별시 서초구 서초대로73길 11 (서초동),sap806
5859,포에버의원 마포점,서울 마포구 마포대로 92 (도화동. 효성해링턴 스퀘어),sap807
5860,닥터한코스메딕의원,경기 평택시 팽성읍 신흥북로29번길 40-22 (안정리),sap808
5861,바라봄의원,부산 수영구 과정로 63  2층,sap809
5863,첨단밝은얼굴피부과,광주 광산구 임방울대로 805 (쌍암동),sap810
5865,밀크피부과의원,울산 남구 삼산로 270 (삼산동. 삼산동 Kim's빌딩),sap811
5866,블리비의원 건대점,서울특별시 광진구 아차산로 237(화양동),sap812
5868,브라운성형외과의원,서울 서초구 강남대로 475 (반포동),sap813
5869,엣지 성형외과,대구 중구 동성로1길 28 (봉산동),sap814
5870,동안미소의원,충남 천안시 서북구 성성9로 7 (성성동. 하나타워),sap815
5871,가나다라마바사병원,서울특별시 금천구 가마산로 96 (가산동) 대륭테크노타운8차,sap816
5872,DX테스트병원1,전라남도 무안군 청계면 영산로 1494 ( 제이앤아이시스템 ),sap817
5873,DX병원5,울산광역시 북구 농공단지4길 20 (달천동) ( (주)SJ시스텍 ),sap818
5874,닥터스피부과의원,광주광역시 서구 죽봉대로 86 (농성동) ( 대인빌딩 ),sap819
5878,제이시스메디칼테스트,서울특별시 강남구 학동로77길 34 (청담동) ( 갤러리더스페이스 ),sap820
5882,고운빔의원,울산광역시 북구 매곡로 115 (매곡동) ( 신협빌딩 ),sap821
5883,피네의원,서울특별시 서초구 강남대로 621 (잠원동) ( 잠원동 K-TOWER ),sap822
5884,블리비의원(춘천점),강원특별자치도 춘천시 방송길 106 (온의동),sap823
5885,윤슬피부과의원,경기도 수원시 권선구 금곡로 204 (금곡동) ( 세종타운721 ),sap824
5886,더미라클의원,전라남도 순천시 이수로 315 (조례동),sap825
5890,당신의봄의원,광주광역시 서구 운천로 213 (치평동),sap826
5891,백비뇨기과,대구광역시 달성군 다사읍 달구벌대로 877 ( MB PLAZA ),sap827
5892,광주미하이의원,광주광역시 서구 죽봉대로 80 (농성동),sap828
5895,백합연합의원,경상북도 안동시 경북대로 418 (옥동) ( 테마프라자 ),sap829
5896,다미의원,서울특별시 영등포구 여의대방로 375 (여의도동) ( 아일렉스타워 ),sap830
5898,블리비의원 청주점,충청북도 청주시 흥덕구 풍산로 15 (가경동) ( 대우 메가폴리스 ),sap831
5899,블랑쥬의원 대구점,대구광역시 중구 동성로6길 61 (공평동),sap832
5901,천안수피부과,충청남도 천안시 서북구 동서대로 125-3 (성정동) ( 하나은행 ),sap833
5902,티업의원,서울특별시 강남구 선릉로 433 (역삼동) ( 세방빌딩 ),sap834
5903,베러미의원,대구광역시 중구 동성로 17 (동성로2가) ( 대암빌딩 ),sap835
5904,아비쥬의원(분당점),경기도 성남시 분당구 분당로53번길 10 (서현동) ( 동호플라자 ),sap836
5905,아비쥬의원 대전점,대전광역시 서구 대덕대로 219 (둔산동),sap837
5906,진피부과의원,경상북도 경산시 펜타힐즈2로 37 (중산동),sap838
5907,차이의원,"서울특별시 마포구 월드컵로3길 14 (합정동, 마포 한강 2차 푸르지오)",sap839
5908,에스티피부과,대전광역시 서구 계룡로 586 (괴정동),sap840
5910,미모의원,광주광역시 북구 동문대로 96 (두암동),sap841
5913,밴스의원대전,대전광역시 서구 대덕대로220번길 17 (둔산동),sap842
5914,미라클의원,광주광역시 서구 운천로 213 (치평동),sap843
5915,스노우의원 인천검단,인천광역시 서구 이음5로 36 (원당동),sap844
5918,고운미피부과,대구광역시 중구 달구벌대로 2127 (봉산동) ( S타워 ),sap845
5919,참고운피부과,대구광역시 동구 신암남로 183 (신암동),sap846
5920,베네핏의원,경기도 성남시 분당구 성남대로 151 (구미동) ( 분당엠코헤리츠 ),sap847
5922,한마음의원,경상북도 구미시 선기로1길 15 (남통동),sap848
5923,플랜유의원,"인천광역시 연수구 해돋이로 160-15 (송도동, 더퍼스트시티송도)",sap849
5924,셀린의원 홍대점,서울특별시 마포구 양화로 140 (동교동),sap850
5925,유앤아이의원 목포,전라남도 무안군 삼향읍 남악3로 80 ( 제일프라자 ),sap851
5926,아트너의원,대구광역시 중구 달구벌대로 2094 (남산동),sap852
5927,정 피부과 의원,울산광역시 남구 삼산로 272 (삼산동),sap853
5928,르미에르의원,충청북도 충주시 신립로 74 (칠금동),sap854
5929,블리비의원 포항점,경상북도 포항시 남구 중흥로 88 (상도동),sap855
5931,양재유앤미의원,서울특별시 강남구 개포로 205 (개포동) ( 양재빌딩 ),sap856
5932,오아로피부과의원 청량리,서울특별시 동대문구 왕산로 200 (전농동),sap857
5933,더리즈의원,전북특별자치도 전주시 완산구 홍산로 246 (효자동2가),sap858
5934,라마르프리미어의원,대구광역시 중구 달구벌대로 2077 (계산동2가) ( 현대백화점 ),sap859
5935,뷰티온의원 안산중앙점,경기도 안산시 단원구 고잔로 108 (고잔동) ( 대동조이월드 ),sap860
5936,더동안의원,대구광역시 달서구 달구벌대로 1545 (죽전동) ( 골든뷰 메디타워 ),sap861
5937,삼성밴스의원,서울특별시 강남구 테헤란로 511 (삼성동) ( PARK TEN 삼성 ),sap862
5938,JY피부과,경기도 수원시 장안구 경수대로 940 (조원동) ( 일호골든타워 ),sap863
5941,나온의원,전라남도 여수시 망마로 31 (학동) ( 낙원빌딩 ),sap864
5943,만촌 더설레임피부과의원,대구광역시 수성구 달구벌대로 2598 (만촌동),sap865
5945,톡스앤필의원불당점,충청남도 천안시 서북구 불당25로 176 (불당동),sap866
5946,뷰센스의원,부산광역시 해운대구 세실로 43 (좌동) ( 경동코아 ),sap867
5947,디움의원,부산광역시 동래구 반송로 353 (명장동),sap868
5948,데이뷰의원 광주상무점,광주광역시 서구 상무중앙로 22 (치평동),sap869
5949,위시티아름다운의원,경기도 고양시 일산동구 위시티2로11번길 31 (식사동) ( 스타타워 ),sap870
5950,리즈온위드연세슬림라인의원,"서울특별시 강남구 언주로30길 57 (도곡동, 타워팰리스)",sap871
5952,오라클피부과의원,충청북도 청주시 상당구 사직대로 370 (북문로1가),sap872
5953,삼성미의원,세종특별자치시 도움1로 108 (종촌동) ( 몰리브(Mallive) ),sap873
5954,에이스의원,전라남도 여수시 시청로 23 (학동) ( 동양빌라 ),sap874
5956,신촌오라클피부과,서울특별시 서대문구 신촌로 79 (창천동) ( 성광빌딩 ),sap875
5957,다혜의원,전라남도 무안군 해제면 현해로 1685-1 ( 다혜의원 ),sap876
5958,클렌피부과의원,인천광역시 연수구 컨벤시아대로230번길 54 (송도동),sap877
5959,프라이브성형외과의원,대구광역시 수성구 범어천로 3 (황금동),sap878
5960,그랜드피부과의원,서울특별시 송파구 오금로 506 (거여동),sap879
5961,더삼점영피부과,서울특별시 강남구 압구정로28길 48 (신사동),sap880
5962,아로하피부과의원,"서울특별시 마포구 신촌로 262 (아현동, 아르띠타워)",sap881
5963,닥터필의원,대구광역시 수성구 달구벌대로 3181 (매호동),sap882
5964,더퍼스트의원,대구광역시 중구 동성로3길 106 (공평동),sap883
5965,청담필즈성형외과,대구광역시 중구 달구벌대로 2076 (남산동),sap884
5966,전주봄피부과의원,전북특별자치도 전주시 덕진구 송천중앙로 207 (송천동1가),sap885
5968,온리빛의원,대구광역시 중구 달구벌대로 2005 (동산동),sap886
5969,진피부과의원,"대구광역시 달서구 진천로 77 (진천동, 진천역 계룡 리슈빌)",sap887
5970,밝은얼굴피부과의원,광주광역시 광산구 임방울대로 355 (수완동),sap888
5971,영광의원,대구광역시 중구 국채보상로93길 5 (대신동),sap889
5972,유앤아이의원 창원점,경상남도 창원시 성산구 중앙대로 110 (상남동) ( 센텀빌딩 ),sap890
5973,제이필의원,서울특별시 마포구 양화로 166 (동교동) ( 미래프라자 ),sap891
5974,야탑밴스의원,경기도 성남시 분당구 야탑로81번길 10 (야탑동) ( 분당아미고타워 ),sap892
5975,뷰티라운지의원,서울특별시 마포구 홍익로6길 15 (동교동) ( 삼주빌딩 ),sap893
5976,피그마리온의원,서울특별시 강남구 삼성로 766 (청담동) ( 유림빌딩 ),sap894
5977,브이성형외과의원,대구광역시 중구 공평로10길 18 (삼덕동2가),sap895
5978,메이린의원 성수,서울특별시 성동구 아차산로 74 (성수동2가) ( SHENB 타워 ),sap896
5979,북항에이스비뇨기과의원,전라남도 목포시 청호로 176 (산정동) ( 쥬빌리 메디칼센터 ),sap897
5980,클린업피부과 청라,인천광역시 서구 중봉대로 610 (청라동) ( 마루힐프라자 ),sap898
5981,리노보의원,부산광역시 부산진구 서면로 25 (부전동) ( 삼한개발주식회사 ),sap899
5982,채움의원,경상북도 포항시 북구 해동로 303 (동빈1가) ( 채움병원 ),sap900
5983,제이에이치고은미의원,대구광역시 동구 팔공로 259 (봉무동) ( 프라임빌딩 ),sap901
5984,미쁨의원,대구광역시 달서구 조암로 32 (월성동) ( 신월성미소지움 ),sap902
5986,새로고침의원,부산광역시 중구 광복로 73 (광복동2가) ( 비비안 광복점 ),sap903
5988,미소의원,부산광역시 부산진구 연수로 4 (양정동),sap904
5989,늘샤인의원,경기도 성남시 분당구 성남대로916번길 11 (야탑동) ( 글라스타워 ),sap905
5990,더초이스피부과의원,"서울특별시 노원구 공릉로59길 28 (하계동, 미성아파트)",sap906
5991,스노우의원 전주점,전북특별자치도 전주시 완산구 홍산로 254 (효자동3가),sap907
5992,인제상쾌한이비인후과,제주특별자치도 제주시 동광로 86 (이도이동),sap908
5994,연세사랑모아여성병원,서울특별시 구로구 중앙로 100 (고척동) ( 연세사랑모아여성병원 ),sap909
5995,CL미의원,전라남도 나주시 빛가람로 685 (빛가람동),sap910
5996,광제산부인과의원,충청남도 천안시 서북구 서부18길 23 (성정동) ( 광제산부인과의원 ),sap911
5998,닥터쁘띠의원 마곡점,서울특별시 강서구 공항대로 200 (마곡동) ( 마곡지웰타워 ),sap912
5999,소수의원,서울특별시 성동구 상원1길 5 (성수동1가),sap913
6000,메디아트의원,대구광역시 중구 달구벌대로 2199 (삼덕동2가) ( 세기헬스마트 ),sap914
6001,대치 뷰티라운지의원,서울특별시 강남구 도곡로 331 (역삼동),sap915
6002,스노우의원 울산,울산광역시 남구 삼산로 274 (삼산동),sap916
6003,세종 스노우의원,세종특별자치시 나성북로 30 (나성동) ( 퍼스트원 ),sap917
6006,바로그의원 유성점,대전광역시 유성구 온천로 33 (봉명동) ( 유성온천대온탕 ),sap918
6007,닥터에버스의원,서울특별시 강남구 선릉로 830 (청담동) ( 공신진흥빌딩 ),sap919
6008,밴스의원 구로,서울특별시 구로구 디지털로32나길 38 (구로동) ( 서림빌딩 ),sap920
6009,바로그의원하단점,부산광역시 사하구 낙동남로 1412 (하단동) ( 경부빌딩 ),sap921
6010,디데이의원(남포점),부산광역시 중구 구덕로34번길 4 (남포동2가) ( 쏠레마빌딩 ),sap922
6011,제이린의원남포점,부산광역시 중구 구덕로 5 (남포동1가),sap923
6012,도마더블유피부과,대전광역시 서구 도산로 51 (도마동),sap924
6013,밴스의원충주,경상남도 진주시 순환로 539 (평거동),sap925
6014,블리비의원 부천점,경기도 부천시 원미구 상동로 90 (상동) ( 메가플러스 ),sap926
6015,메이린의원 잠실롯데호텔,서울특별시 송파구 올림픽로 240 (잠실동) ( 롯데월드 ),sap927
6016,스노우의원 원주점,강원특별자치도 원주시 능라동길 61 (무실동),sap928
6017,미의원,대전광역시 서구 둔산로 34 (둔산동) ( 씨엔씨타워 ),sap929
6018,아비쥬의원 여의도점,서울특별시 영등포구 국제금융로8길 27-8 (여의도동) ( 엔에이치농협캐피탈빌딩 ),sap930
6019,닥터뉴셀의원 강남본점,서울특별시 강남구 강남대로 458 (역삼동) ( 남영빌딩 ),sap931
6020,비엘에스의원,서울특별시 강남구 도산대로67길 13-5 (청담동) ( BLS클리닉빌딩 ),sap932
6021,스마일피부과의원,경상북도 경산시 중앙로 77 (중방동),sap933
6022,김앤김의원,울산광역시 동구 방어진순환도로 633 (일산동) ( 세인트에스타워 ),sap934
6023,정산부인과,부산광역시 기장군 기장읍 차성동로 94,sap935
6024,선샤인피부과의원,부산광역시 사상구 가야대로 276 (주례동) ( M-square 메디컬센터 ),sap936
6025,바른세상병원,경기도 성남시 분당구 야탑로75번길 9 (야탑동) ( 금호프라자 ),sap937
6026,프라이즈피부과의원,서울특별시 서초구 효령로 403 (서초동),sap938
6027,포에버의원,부산광역시 부산진구 서면로 74 (부전동) ( 아이온시티빌딩 ),sap939
6028,티아라의원,대구광역시 중구 동성로5길 26 (삼덕동1가),sap940
6030,미앤모의원,"서울특별시 종로구 숭인동길 21 (숭인동, 종로청계힐스테이트)",sap941
6031,엘브이성형외과의원,서울특별시 강남구 도산대로 107 (신사동) ( BIO ),sap942
6032,뷰티스카이의원,서울특별시 강동구 올림픽로 653 (천호동) ( 우장빌딩 ),sap943
6033,닉스의원 대전점,대전광역시 서구 대덕대로 194 (둔산동) ( 백마빌딩 ),sap944
6034,리젠클리닉,서울특별시 강남구 강남대로 528 (논현동),sap945
6035,스타피부과의원,대전광역시 유성구 원신흥남로28번길 88 (원신흥동),sap946
6036,밴스의원 구월,인천광역시 남동구 인하로507번길 9 (구월동) ( 하나빌딩 ),sap947
6037,이루어의원,경기도 남양주시 다산중앙로 132 (다산동),sap948
6043,바른피부과,광주광역시 남구 봉선2로 41 (봉선동) ( 스카이빌딩 ),sap949
6044,압구정제이엘의원,광주광역시 서구 상무중앙로 64 (치평동) ( 골드메디타워 ),sap950
6045,청담디어의원,서울특별시 강남구 선릉로 820 (청담동),sap951
6046,닥터디자이너광주점,광주광역시 서구 상무자유로 134 (치평동) ( 오션빌딩 ),sap952
6047,바로그의원청주,충청북도 청주시 상당구 사직대로 379 (북문로2가) ( 타임타워 ),sap953
6048,셀린의원,서울특별시 은평구 연서로 214 (대조동),sap954
6049,8770702561,서울특별시 서초구 강남대로 439 (서초동) ( 유화빌딩 ),sap955
6050,닥터튠즈의원,대구광역시 중구 중앙대로 366 (덕산동),sap956
6051,자연예쁨의원,서울특별시 강남구 강남대로 432 (역삼동) ( 점프밀라노 ),sap957
6052,아미엘연합의원,경상북도 구미시 옥계북로 40 (옥계동),sap958
6053,유앤아이의원안양점,경기도 안양시 동안구 시민대로 161 (비산동) ( 안양무역센터 ),sap959
6054,루미인 피부과의원,서울특별시 강남구 선릉로 324 (대치동) ( SH타워 ),sap960
6055,박종필,충청남도 아산시 충무로 4 (온천동) ( 인당빌딩 ),sap961
6056,나나성형외과의원,서울특별시 강남구 강남대로 492 (논현동) ( 한맥빌딩 ),sap962
6057,올의원,서울특별시 중구 퇴계로 132 (남산동3가) ( LK빌딩 ),sap963
6058,유달리의원,대구광역시 중구 국채보상로 582 (남일동) ( 미도빌딩 ),sap964
6059,사랑한방병원,경기도 평택시 경기대로 1393 (서정동),sap965
6060,서울아이성형외과,서울특별시 서초구 강남대로 415 (서초동) ( 대동빌딩 ),sap966
6061,연세예쁨의원,대구광역시 수성구 지범로 182 (지산동) ( 농협 범물지점 ),sap967
6062,7296500639,서울특별시 강남구 도산대로45길 10-7 (신사동) ( 신사동  K빌딩 ),sap968
6063,왕실의원,인천광역시 부평구 경인로 948 (부평동),sap969
6064,바로그의원,경상남도 창원시 진해구 진해대로 742 (석동) ( H빌딩 ),sap970
6066,밀리의원,서울특별시 마포구 신촌로 104 (노고산동),sap971
6067,밀리의원,서울특별시 강남구 도산대로45길 17 (신사동) ( 제성빌딩 ),sap972
6068,여의공감성형외과,서울특별시 영등포구 여의나루로 81 (여의도동) ( 한마루빌딩 ),sap973
6069,더웰니스의원,서울특별시 서초구 신반포로 219 (잠원동) ( 반포쇼핑타운 ),sap974
6070,샤인빔의원 천안점,충청남도 천안시 동남구 만남로 42 (신부동),sap975
6071,이유클리닉,서울특별시 강남구 논현로 826 (신사동) ( 제이와이(JY빌딩) ),sap976
6072,다이아의원,서울특별시 서초구 강남대로 411 (서초동),sap977
6074,후 의원,인천광역시 부평구 경원대로 1409 (부평동) ( 반석빌딩 ),sap978
6075,델픽의원,서울특별시 강남구 강남대로 476 (논현동) ( urbanhive ),sap979
6076,베일러의원,서울특별시 서초구 강남대로 617 (잠원동) ( 대양빌딩 ),sap980
6078,톤즈의원 용인점,경기도 용인시 처인구 금령로71번길 3 (김량장동),sap981
6079,온유성형외과의원,서울특별시 강남구 논현로 828 (신사동),sap982
6080,아이워너비 의원 천안점,충청남도 천안시 서북구 번영로 201 (불당동),sap983
6081,강남밴스의원,서울특별시 서초구 강남대로 411 (서초동),sap984
6082,카린의원,서울특별시 중구 명동10길 18 (명동2가),sap985
6083,닥터튠즈의원,대구광역시 중구 중앙대로 366 (덕산동),sap986
6084,블리비의원,서울특별시 영등포구 영중로 28 (영등포동3가) ( 영등포 점프밀라노 ),sap987
6085,이진성형외과/케이제이메드(부울경대리점),부산광역시 부산진구 서면로 60 (부전동),sap988
6087,닥터쁘띠의원 홍대입구,서울특별시 마포구 양화로 162 (동교동),sap989
6088,세가지소원의원 명동점,서울특별시 중구 명동8가길 33 (충무로2가),sap990
6089,노블클래식의원,충청남도 천안시 서북구 동서대로 129 (성정동) ( 단국성정빌딩 ),sap991
6091,6031380313,서울특별시 강남구 도산대로 333 (신사동) ( K  메디칼타워 ),sap992
6092,안티에이징의원,서울특별시 강남구 도곡로 317 (역삼동),sap993
6093,스노우의원 파주운정점,경기도 파주시 경의로 1246 (와동동),sap994
6094,세이예스의원,서울특별시 강남구 강남대로 476 (논현동) ( urbanhive ),sap995
6095,쁘띠2.7의원,광주광역시 서구 죽봉대로 80 (농성동),sap996
6096,뉴리즈의원,인천광역시 남동구 인하로 497-15 (구월동) ( 대건빌딩 ),sap997
6097,건대톡스앤필의원,서울특별시 광진구 아차산로 237 (화양동) ( 삼진빌딩 ),sap998
6098,청담리브의원,광주광역시 광산구 선운중앙로 65 (선암동),sap999
6099,나인피부과의원 연신내,서울특별시 은평구 통일로 855-8 (갈현동) ( 연신내진원와이타운 ),sap1000
6100,연세미라클의원,"강원특별자치도 춘천시 방송길 77 (온의동, 춘천 센트럴타워 푸르지오)",sap1001
6102,강남헤라성형외과/본사,서울특별시 서초구 서초대로73길 9 (서초동) ( 타임빌딩 ),sap1002
6103,카멜리아의원,제주특별자치도 서귀포시 대정읍 영어도시로 60,sap1003
6105,베스트피부과의원,부산광역시 해운대구 해운대로 814 (좌동) ( 세종월드프라자 ),sap1004
6106,천호예쁨주의쁨의원,서울특별시 강동구 천호대로 1012 (성내동),sap1005
6107,벨다드의원,경상남도 창원시 성산구 마디미서로 3 (상남동) ( 세중빌딩 ),sap1006
