병원코드(쇼핑몰),병원명,주소,병원코드(SAP)
6109,유앤아이의원 안산점,경기도 안산시 단원구 중앙대로 885 (고잔동) ( 힐스테이트 에코 ),sap1007
6111,청담코지의원,서울특별시 강남구 압구정로60길 26 (청담동),sap1008
6113,에이봄의원,경기도 하남시 위례학암로14번길 35 (학암동) ( 경서타워1 ),sap1009
6114,리멤버피부과의원 잠실점,서울특별시 송파구 올림픽로37길 130 (신천동) ( 파크리오 ),sap1010
6115,에스앤유피부과의원,경기도 성남시 분당구 황새울로200번길 9-7 (수내동) ( 현대판테온I오피스텔 ),sap1011
6116,루니아의원,경기도 군포시 산본천로 62 (산본동) ( 인베스텔 ),sap1012
6117,뷰티젠의원,경기도 하남시 위례대로 256 (학암동),sap1013
6118,비엘성형외과,대구광역시 중구 동성로2길 95 (동성로2가) ( BL타워 ),sap1014
6119,디오레의원,서울특별시 강남구 강남대로 428 (역삼동) ( 만이빌딩 ),sap1015
6120,올리원의원,부산광역시 동래구 우장춘로 7 (온천동) ( 보민빌딩 ),sap1016
6121,톤즈의원 동탄점,경기도 화성시 동탄원천로 153 (반송동),sap1017
6122,더웰피부과,대전광역시 유성구 온천로 34 (봉명동) ( 유성빌딩 ),sap1018
6123,아르나의원,서울특별시 강남구 압구정로20길 24 (신사동),sap1019
6124,스노우의원 대전둔산,대전광역시 서구 대덕대로241번길 19 (둔산동) ( ST타워 ),sap1020
6125,라메스피부과의원,서울특별시 강남구 언주로 563 (역삼동),sap1021
6126,신세계안피부과의원,서울특별시 서초구 신반포로 176 (반포동) ( 센트럴시티 ),sap1022
6127,닥터스피부과의원,충청북도 청주시 흥덕구 대농로 39 (복대동),sap1023
6128,아름다운의웬,강원특별자치도 속초시 중앙로 96 (청학동),sap1024
6129,밴스의원청주,충청북도 청주시 흥덕구 강서로 121 (강서동),sap1025
6130,봉암중앙의원,경상남도 창원시 마산회원구 봉암북4길 8 (봉암동),sap1026
6131,더블유피부과,대구광역시 수성구 청수로 178 (지산동),sap1027
6132,플레저성형외과,서울특별시 강남구 강남대로 476 (논현동) ( urbanhive ),sap1028
6133,테시토의원,서울특별시 마포구 성지1길 39 (합정동),sap1029
6134,토마토피부과의원,대구광역시 달서구 당산로 88 (성당동),sap1030
6135,데이뷰의원 강남,서울특별시 강남구 강남대로 494 (논현동),sap1031
6136,세린의원,서울특별시 성동구 아차산로 122 (성수동2가) ( 백석빌딩 ),sap1032
6137,디오디피부과,"서울특별시 용산구 한강대로 95 (한강로2가, 래미안용산 더 센트럴)",sap1033
6139,블리비의원,서울특별시 관악구 시흥대로 552 (신림동) ( 석천빌딩 ),sap1034
6140,밴스의원 수원장안,경기도 수원시 장안구 대평로 86 (정자동),sap1035
6142,탐나는B&amp;S의원,경상남도 진주시 진주대로 542 (가좌동) ( NH뜰에빌 ),sap1036
6143,르네의원,인천광역시 중구 하늘중앙로195번길 21 (중산동),sap1037
6144,엔의원,경상북도 포항시 북구 신덕로 256 (양덕동),sap1038
6145,미애로여성의원,대전광역시 서구 둔산로 121 (둔산동) ( 연당빌딩 ),sap1039
6146,멜로우피부과의원,서울특별시 강남구 도산대로 429 (청담동),sap1040
6147,바로그의원 이천점,경기도 이천시 영창로 226 (창전동) ( 이천골든타워 ),sap1041
6148,나세르의원,서울특별시 강남구 강남대로 406 (역삼동) ( GLASS TOWER ),sap1042
6149,라온피부과의원,서울특별시 성동구 고산자로 234 (행당동),sap1043
6150,스토리피부과의원,서울특별시 강남구 테헤란로 231 (역삼동) ( 센터필드 ),sap1044
6151,뷰티온의원별내,경기도 남양주시 별내중앙로 24 (별내동),sap1045
6154,트윙클의원,서울특별시 서초구 강남대로 535 (반포동) ( 프린스빌딩 ),sap1046
6155,셀 앤 케이 의원,서울특별시 강서구 공항대로 242 (마곡동) ( 열린M타워Ⅱ ),sap1047
6156,세예의원,서울특별시 서초구 서초대로77길 55 (서초동) ( 에이프로 스퀘어 ),sap1048
6157,바로그의원아산점,충청남도 아산시 번영로 226 (모종동) ( 현진빌딩 ),sap1049
6158,닥터에버스 미사점,경기도 하남시 미사강변동로 81 (망월동) ( 미사역 큐브앤 타워 ),sap1050
6159,필로의원,경기도 성남시 분당구 정자일로198번길 15 (정자동) ( 제나프라자 ),sap1051
6160,아이니의원,서울특별시 강남구 압구정로 152 (신사동) ( 극동타워 ),sap1052
6161,뷰티바성형외과의원,서울특별시 강남구 도산대로 107 (신사동) ( BIO ),sap1053
6162,청담나인의원,경기도 부천시 원미구 길주로 280 (중동) ( 프리머스 부천타워 ),sap1054
6163,로웰성형외과 의원,서울특별시 강남구 테헤란로 121 (역삼동) ( 원빌딩 ),sap1055
6164,데이뷰의원 안양범계점,경기도 안양시 동안구 평촌대로211번길 16 (호계동) ( 삼희월드프라자 ),sap1056
6166,미채움의원,경상북도 포항시 북구 포스코대로 276 (죽도동),sap1057
6167,블루미의원,대구광역시 중구 동성로1길 16 (덕산동) ( 동성로타워 ),sap1058
6168,닥터스피부과의원 강북미아점,서울특별시 강북구 도봉로 52 (미아동) ( 연이빌딩 ),sap1059
6169,비에이의원,대전광역시 서구 대덕대로 226 (둔산동),sap1060
6171,밴스의원 일산,경기도 고양시 일산동구 정발산로 33 (장항동) ( 낙원프라자 ),sap1061
6172,나인의원홍대점,서울특별시 마포구 양화로 165 (동교동),sap1062
6173,톤즈의원 인천검단점,인천광역시 서구 이음1로 377 (원당동) ( 검단 눈담봄 101 ),sap1063
6174,브리즌의원,경기도 하남시 미사강변중앙로 185 (망월동) ( 골든타임 ),sap1064
6175,누브의원,서울특별시 강남구 테헤란로44길 7 (역삼동),sap1065
6176,베러미의원,대구광역시 중구 동성로 17 (동성로2가) ( 대암빌딩 ),sap1066
6177,프리미의원,서울특별시 성동구 성수일로 52 (성수동2가),sap1067
6178,유포리아의원,대구광역시 북구 학정로 439 (동천동) ( 칠곡메가타운 ),sap1068
6179,미즈웰여성의원,충청남도 서산시 안견로 201 (동문동),sap1069
6182,딜라이트피부과,서울특별시 서초구 강남대로 509 (반포동),sap1070
6184,미올린의원,경기도 시흥시 장곡로37번길 16 (장곡동) ( 형제빌딩 ),sap1071
6185,셀리앤의원,서울특별시 강남구 도산대로 228 (논현동) ( 연승빌딩 ),sap1072
6186,엘의원,대전광역시 대덕구 대덕대로 1590 (석봉동),sap1073
6187,한나병원,부산광역시 수영구 황령대로481번길 7 (남천동) ( 한나병원 ),sap1074
6188,밴스의원 진주,경상남도 진주시 순환로 539 (평거동),sap1075
6189,성피부과의원,경상북도 구미시 구미중앙로 149 (원평동),sap1076
6190,리슈어스의원,경기도 수원시 영통구 도청로 103 (이의동) ( e편한세상 시티 광교 ),sap1077
6191,데이뷰 의원 여의도,서울특별시 영등포구 국제금융로2길 17 (여의도동),sap1078
6192,올라인클리닉,서울특별시 마포구 양화로 140 (동교동),sap1079
6193,이지함피부과의원,경기도 성남시 분당구 서현로 204 (서현동) ( 엘지에클라트2 ),sap1080
6194,기린성형외과의원,서울특별시 서초구 서초대로77길 54 (서초동) ( 서초더블유타워 ),sap1081
6196,리포유의원,인천광역시 서구 원당대로 1029 (원당동) ( 검단 라페온빌 1차 ),sap1082
6197,셀러브의원,서울특별시 강남구 도산대로 119 (신사동),sap1083
6198,크림의원,경기도 안양시 동안구 시민대로 161 (비산동) ( 안양무역센터 ),sap1084
6199,밴스의원 여의도,서울특별시 영등포구 여의대방로67길 11 (여의도동),sap1085
6200,제너리스의원,경기도 남양주시 다산중앙로 132 (다산동),sap1086
6201,멜비유의원,부산광역시 해운대구 센텀2로 28 (우동),sap1087
6204,끌리어 의원,대구광역시 중구 달구벌대로 1992 (남산동),sap1088
6205,데이즈피부과의원,경기도 안산시 단원구 광덕대로 161 (고잔동) ( 웅신아트프라자 ),sap1089
6206,아비쥬의원 구로점,서울특별시 구로구 시흥대로 561 (구로동) ( 동해빌딩 ),sap1090
6207,서울뉴라인의원,제주특별자치도 제주시 노형로 380 (노형동),sap1091
6208,유앤아이피부과의원,서울특별시 성동구 왕십리로 315 (행당동) ( 한동타워 ),sap1092
6209,000클리닉,서울특별시 서초구 강남대로 509 (반포동),sap1093
6210,뷰티라운지의원,경기도 화성시 동탄대로 537 (오산동),sap1094
6211,디아브의원(Diav clinic),서울특별시 중구 퇴계로 109 (충무로1가),sap1095
6212,더비비성형외과의원,서울특별시 강남구 강남대로 402 (역삼동) ( 시계탑빌딩 ),sap1096
6215,아름다움을써내려가다에피소드의원,서울특별시 송파구 올림픽로 336 (방이동) ( 대우유토피아오피스텔 ),sap1097
6217,"당신만의 가치, 벨유 의원",서울특별시 중구 명동길 32 (명동2가),sap1098
6218,이과수비뇨기과의원,경기도 구리시 경춘로 163 (교문동) ( 구리노블하임오피스텔 ),sap1099
6219,뷰티온의원 서산점,충청남도 아산시 배방읍 광장로 210 (요진 와이시티),sap1100
6220,오르타의원,서울특별시 서초구 강남대로69길 10 (서초동),sap1101
6222,바로그의원 강남점,서울특별시 강남구 강남대로 410 (역삼동) ( 우신빌딩 ),sap1102
6223,하늘호수피부과의원,서울특별시 강동구 고덕로 254 (명일동) ( 이화빌딩 ),sap1103
6224,플래뉴의원,서울특별시 서초구 서초대로78길 22 (서초동) ( 홍우제2빌딩 ),sap1104
6225,더퍼스트피부과,부산광역시 남구 수영로 299 (대연동) ( 대한결핵협회 부산광역시지부 ),sap1105
6226,헤이데이명동,서울특별시 중구 남대문로 90 (남대문로2가) ( 명동N빌딩 ),sap1106
6227,닥터디자이너원 명동점,서울특별시 중구 명동3길 44 (을지로2가),sap1107
6228,연세보미온의원,충청남도 천안시 서북구 성거읍 수청2길 21,sap1108
6231,빛채운피부과의원,"서울특별시 영등포구 국제금융로 39 (여의도동, 브라이튼 여의도)",sap1109
6232,반니성형외과의원,서울특별시 강남구 테헤란로 107 (역삼동) ( 메디타워 ),sap1110
6233,샤인빔의원 다산점,경기도 남양주시 다산중앙로123번길 21-7 (다산동) ( 신해센트럴타워Ⅰ ),sap1111
6235,뮤즈의원 분당,경기도 성남시 분당구 성남대로 349 (정자동) ( 시그마타워 ),sap1112
6237,레디원성형외과의원,경상북도 포항시 북구 포스코대로 310 (죽도동) ( JES 빌딩 ),sap1113
6238,트로피 피부과 의원,서울특별시 강남구 논현로 828 (신사동),sap1114
6239,밴스의원 마포공덕,"서울특별시 마포구 마포대로 68 (도화동, 마포아크로타워)",sap1115
6240,4140863710/아름다운의원,부산광역시 북구 화명대로 34 (화명동) ( 웰빙프라자 ),sap1116
6241,밴스의원충주,충청북도 충주시 갱고개로 147 (연수동),sap1117
6242,샤인빔의원,충청북도 청주시 흥덕구 강서로 107 (강서동),sap1118
6243,데이뷰의원 강서발산점,서울특별시 강서구 강서로 399 (마곡동) ( 마곡하이마루 ),sap1119
6244,제주 365플러스내과의원,제주특별자치도 서귀포시 일주동로 9159 (법환동),sap1120
6245,피아프의원,서울특별시 송파구 올림픽로 82 (잠실동) ( 잠실현대빌딩 ),sap1121
6246,톤즈의원 강서발산점,"서울특별시 강서구 강서로52길 43 (내발산동, DH647)",sap1122
6247,역삼밴스의원,서울특별시 강남구 테헤란로 121 (역삼동) ( 원빌딩 ),sap1123
6248,하예스킨의원,서울특별시 용산구 독서당로 80 (한남동) ( 대정빌딩 ),sap1124
6250,청담에스의원,충청남도 홍성군 홍북읍 청사로 36 ( 승우빌딩 ),sap1125
6252,루니아의원경산점,경상북도 경산시 대학로 44 (정평동),sap1126
6253,뷰티라운지의원,경기도 수원시 팔달구 효원로 278 (인계동),sap1127
6254,헤아린피부과의원,경기도 고양시 덕양구 충장로 126 (행신동),sap1128
6255,홍대 아이디의원,서울특별시 마포구 양화로 140 (동교동),sap1129
6256,뷰티라운지의원,경기도 평택시 고덕중앙로 200-4 (고덕동) ( 우성고덕타워 ),sap1130
6258,가온미의원,부산광역시 중구 흑교로 6 (부평동2가),sap1131
6259,체미안의원,부산광역시 부산진구 가야대로 785 (부전동) ( 성영빌딩 ),sap1132
6260,서울SUN치과병원,경기도 파주시 경의로 1208 (와동동),sap1133
6263,청담이음엘(L)의원,서울특별시 강남구 선릉로158길 10 (청담동),sap1134
6264,예라인의원,경기도 성남시 분당구 돌마로 47 (금곡동) ( 이코노샤르망 ),sap1135
6265,노블클래식의원,서울특별시 강북구 월계로 43-1 (미아동) ( 성림빌딩 ),sap1136
6266,서대규제니스의원,대구광역시 달서구 당산로 35 (본리동) ( 달서종합상가 ),sap1137
6267,투앤티의원,경기도 수원시 영통구 덕영대로 1478 (망포동) ( 망포역 포레 스퀘어 ),sap1138
6268,블리비의원,경기도 구리시 경춘로 239 (인창동) ( 리맥스빌딩 ),sap1139
6269,김석주피부과/라온메디컬,경상북도 포항시 북구 중흥로 228 (죽도동),sap1140
6270,클레어성형외과의원,서울특별시 강남구 테헤란로 107 (역삼동) ( 메디타워 ),sap1141
6271,톤즈의원 분당점,경기도 성남시 분당구 서현로 170 (서현동) ( 풍림아이원플러스 ),sap1142
6272,강남뷰티성형외과,서울특별시 강남구 강남대로 478 (논현동) ( 제우빌딩 ),sap1143
6279,모찌의원,서울특별시 서초구 강남대로 403 (서초동),sap1144
6280,은병원,광주광역시 북구 동문대로 94 (두암동) ( 은병원 ),sap1145
6281,아비쥬의원(잠실점),서울특별시 송파구 올림픽로 96 (잠실동) ( 동신빌딩 ),sap1146
6285,뷰티온피부과의원 양주옥정점,경기도 양주시 회천남로 76 (옥정동) ( 한덕타워 ),sap1147
6286,벨로의원,서울특별시 강남구 도산대로 111 (신사동) ( S-TOWER ),sap1148
6287,프리아의원,서울특별시 서초구 강남대로 349 (서초동) ( 우남빌딩 ),sap1149
6288,샤인유의원(강남점),서울특별시 강남구 논현로 611 (논현동),sap1150
6291,청담오아로피부과,서울특별시 강남구 도산대로 327 (신사동),sap1151
6292,펠릭스의원,인천광역시 부평구 경원대로 1382 (부평동) ( 대한빌딩 ),sap1152
6293,그레이스피부과의원,부산광역시 해운대구 좌동순환로 6 (중동) ( L TOWER ),sap1153
6294,루미에버의원,경기도 성남시 수정구 수정로 285 (신흥동),sap1154
6295,명동2호점 밴스의원,서울특별시 중구 퇴계로 109 (충무로1가),sap1155
6296,미리내의원,경기도 평택시 송탄로 71 (이충동),sap1156
6297,메이린의원 울산점,울산광역시 남구 삼산로 261 (삼산동) ( 현대백화점 ),sap1157
6298,스노우의원 여수점,전라남도 여수시 시청로 15 (학동),sap1158
6299,뚜뚜의원,서울특별시 강남구 봉은사로24길 24 (역삼동),sap1159
6300,스노우의원 안산점,경기도 안산시 단원구 중앙대로 885 (고잔동) ( 힐스테이트 에코 ),sap1160
6301,미미썸의원 부산 덕천점,부산광역시 북구 만덕대로 33 (덕천동) ( 삼원빌딩 ),sap1161
6303,셀린의원 삼성점,서울특별시 강남구 테헤란로 443 (삼성동) ( 애플트리타워 ),sap1162
6304,스노우의원시흥배곧점,경기도 시흥시 배곧3로 86 (배곧동) ( 센터프라자2 ),sap1163
6306,더고운 의원,전북특별자치도 순창군 순창읍 장류로 372,sap1164
6309,시크릿의원,경기도 성남시 수정구 위례광장로 300 (창곡동) ( 창곡동 509번지 ),sap1165
6311,데이뷰의원 분당,경기도 성남시 분당구 성남대로331번길 3-9 (정자동) ( 백궁프라자3 ),sap1166
6312,신논현톡스앤필의원,서울특별시 강남구 강남대로 484 (논현동) ( HK빌딩 ),sap1167
6313,라엘르의원,서울특별시 강남구 선릉로86길 15 (대치동) ( 현대선릉 GOLD TOWER ),sap1168
6316,리프티크피부과의원,서울특별시 서초구 나루터로 80 (잠원동) ( 자은빌딩 ),sap1169
6318,아름다운의원,제주특별자치도 서귀포시 일주동로 8671 (서귀동),sap1170
6321,리버스의원 홍대,서울특별시 마포구 양화로 165 (동교동),sap1171
6322,바로그의원 연신내점,서울특별시 은평구 연서로 246 (불광동) ( 타워크리닉 ),sap1172
6323,릴리브의원,서울특별시 강남구 논현로 867 (신사동) ( 한승빌딩 ),sap1173
6324,네스트의원 강남,서울특별시 서초구 강남대로 453 (서초동) ( 서초빌딩 ),sap1174
6326,아카이브 청담 의원,서울특별시 강남구 선릉로 836 (청담동) ( 삼원빌딩 ),sap1175
6329,미금밴스의원,경기도 성남시 분당구 돌마로 86 (구미동) ( 엘레강스프라자 ),sap1176
6330,타토아의원,경기도 의정부시 시민로 80 (의정부동) ( 센트럴타워 ),sap1177
6331,스노우의원 노원점,서울특별시 노원구 노해로 459 (상계동) ( 메가빌딩 ),sap1178
6332,주식회사 지아이엠에스오,서울특별시 강남구 도산대로8길 12 (논현동),sap1179
6333,서산성심외과,충청남도 서산시 율지4로 11 (동문동),sap1180
6334,아트너의원 죽전점,대구광역시 달서구 달구벌대로 1565 (죽전동),sap1181
6335,새오름피부과의원,서울특별시 동작구 동작대로 89 (사당동) ( 골든시네마타워 ),sap1182
6336,메드필의원,대구광역시 동구 신암로 100 (신암동) ( 디앤씨 빌딩 ),sap1183
6337,밴스의원,경기도 남양주시 다산중앙로146번길 22 (다산동) ( 가하프라자 ),sap1184
6338,뷰티라운지,서울특별시 서초구 효령로33길 55 (방배동) ( 디엠타워동관 ),sap1185
6339,톤즈의원 대전둔산점,대전광역시 서구 대덕대로 223 (둔산동),sap1186
6340,서울뷰의원 평택,경기도 평택시 고덕로 250 (고덕동),sap1187
6343,블리비의원,경상북도 경주시 원화로 298-1 (성동동),sap1188
6344,크리미의원,대전광역시 서구 둔산로 25 (둔산동),sap1189
6350,티아라의원,대구광역시 중구 동성로5길 26 (삼덕동1가),sap1190
6351,블리비의원,세종특별자치시 한누리대로 275 (나성동) ( 형성프라자 ),iiii
4922,소요의원,서울 강남구 도산대로 317 (신사동. 호림아트센터 1빌딩),TEST1
5827,에비뉴의원,경기도 평택시 평택2로 30 (평택동),
6214,90일의기적,서울특별시 강남구 도산대로 509 (청담동) ( 에스디바이오센서 ),
6319,아르스킨 의원,서울특별시 마포구 양화로 164 (동교동) ( 동덕타워 ),
6327,청담맥의원,서울특별시 구로구 디지털로 288 (구로동) ( 대륭포스트타워1차 ),
6347,리베리의원 명동점,서울특별시 중구 명동10길 58 (충무로2가) ( 신일빌딩별관 ),
6348,유메이비의원(구.메이드유의원 노원),서울특별시 노원구 노해로 456 (상계동) ( 동방빌딩 ),
6356,클럽미즈라미체의원,서울특별시 송파구 백제고분로7길 14 (잠실동) ( 태원빌딩 ),
6359,더힐피부과의원 동대문점,서울특별시 동대문구 왕산로36길 6 (전농동) ( 힐스테이트 청량리 더퍼스트 ),
6362,리쥬엘의원 강남점,서울특별시 서초구 강남대로 403 (서초동) 8층 리쥬엘의원 강남점,
6352,시원마취통증의학과의원,경상북도 포항시 북구 중흥로 239 (죽도동) 상가 1층 시원마취통증의학과,
6364,디온의원 신사점,서울특별시 강남구 강남대로 624 (신사동) ( ICT TOWER ) 9층,
6368,워너비의원,부산광역시 해운대구 센텀남대로 50 (우동) ( 센템임페리얼타워 ) 7층 702호 워너비의원,
6370,청담준의원,"서울특별시 중랑구 망우로 322 (상봉동, 상봉역 유보라 퍼스트리브&포스퀘어) 202호 청담준의원",
6367,리버스의원(강남점),서울특별시 서초구 강남대로 415 (서초동) ( 대동빌딩 ) 9층 리버스클리닉,
5591,메이저피부과신촌점,서울 서대문구 연세로 8-1 (창천동. VERTIGO) 버티고타워 4층 메이저피부과 신촌점,
6371,스타필의원,경기도 고양시 덕양구 호국로789번길 6 (주교동) ( 중앙빌딩 ) 3층 스타필의원(피부과 성형외과),
6261,유니티의원,대구광역시 수성구 달구벌대로 2397 (범어동) ( KB손해보험 대구빌딩 ) 7층,
6373,데이뷰의원 인천구월,인천광역시 남동구 인하로489번길 4 (구월동) ( 맨하탄빌딩 ) 6층,
6377,센텀스타의원,부산광역시 해운대구 센텀2로 20 (우동) 센텀타워메디컬 5층 센텀스타의원,
6378,밴스의원 광교,"경기도 수원시 영통구 도청로66번길 6 (이의동, 힐스테이트광교중앙역퍼스트) 제229호~제235호 2층 밴스의원",
6380,강남닥터에버스의원,"서울특별시 강남구 강남대로 458 (역삼동) ( 남영빌딩 ) 8,9층 닥터에버스의원 강남점",
6375,리멤버피부과 별내점,경기도 남양주시 별내중앙로 10 (별내동) ( 별내역 아이파크 스위트 ) 2층 211호 리멤버피부과 별내점,
6382,4285500488,서울특별시 강동구 성내로 66 (성내동) ( 채원빌딩 ) 더셀채원병원2층,
6349,셀린의원 광명,경기도 광명시 철산로 20 (철산동) ( 야우리빌딩 ) 8층 셀린의원,
6386,디렉터의원,울산광역시 남구 삼산로 273 (삼산동) ( 삼산타워 ) 14층,
6314,르모아의원,서울특별시 강남구 선릉로 301 (역삼동) 201호 르모아의원,
4888,닥터스와니예의원,경기 안양시 동안구 평촌대로217번길 45 (호계동. 평촌코아주차빌딩) 2층 212호 닥터스와니예,
5987,셀렉트 피부과 의원,부산광역시 사하구 낙동남로 1406 (하단동) 정우빌딩 3층 셀렉트피부과,
6315,수원그리고의원,경기도 수원시 팔달구 효원로 288 (인계동) ( 대원콤비프라자 ) 1층 수원그리고의원,
6388,셀린의원 명동점,서울특별시 중구 남대문로7길 16 (소공동) ( 소공 한국빌딩 ) 1층 셀린의원 명동점,
5909,마레피부과,광주광역시 동구 남문로 693 (학동) 마레피부과3층,
6389,미오르의원,대전광역시 유성구 상대복용로29번길 21 (상대동) 아이타워 2층 미오르의원,
6392,플러스피부과의원,"충청북도 청주시 흥덕구 대농로 39 (복대동) LK 트리플렉스 A동 202,203호 플러스피부과의원",
5681,포에버의원 구리,경기 구리시 경춘로 239 (인창동. 리맥스빌딩) 7층 포에버성형회과,
5088,다움성형외과의원,서울 강남구 강남대로 388 (역삼동. 강남센타빌딩) 8층 다움성형외과,
6397,동대문 밴스의원,서울특별시 중구 장충단로 275 (을지로6가) ( 두산타워빌딩 ) B1층 92호 밴스의원,
6365,비알피부과의원,서울특별시 강남구 논현로 857 (신사동) ( A857 ) 4층 BR피부과,
6213,시즈의원,서울특별시 강남구 도산대로57길 24 (청담동) 4층 시즈클리닉,
6391,서울뷰의원 인천,인천광역시 부평구 길주로 643 (삼산동) ( 명윤빌딩 ) 8층 서울뷰의원,
6393,셀레스티얼의원,서울특별시 강남구 테헤란로87길 17 (삼성동) ( 마젤란 21 아스테리움 ) 제302호 셀레스티얼의원,
6398,물빛피부과,광주광역시 남구 서문대로701번길 2 (진월동) 넥스타워8층 ,TEST5
6345,페필의원,서울특별시 강동구 천호대로157길 14 (천호동) ( 나비빌딩 ) 7층 페필의원,
6396,영등포 밴스의원,서울특별시 영등포구 영중로 12 (영등포동3가) ( 에쉐르아이 시네마 쇼핑몰 ) 11층 밴스의원,
